source_file,source_file_hash,document_id,page_number,row_index_on_page,raw_text,extracted_columns,item,type_raw,code,revision,description,uom,quantity_raw,notes,parser_confidence,parser_name,warnings,bbox_row,metadata
E0181296 01-06_BOM.pdf,6d76564f95814fe292ce12570d758e79f9cfba34919553705c4ec11b0cdd1765,E0181296 01-06_BOM:6d76564f9581,2,2,0175 Integrazione Meccanica E0284573 01 01 Assieme Tec B4 Mirsense 50 50_1-50_2 NR 2,"['0175', 'Integrazione', 'Meccanica', 'E0284573', '01', '01', 'Assieme', 'Tec', 'B4', 'Mirsense', '50', '50_1-50_2', 'NR', '2']",0175,Integrazione Meccanica,E0284573,01,01 | Assieme | Tec | B4 | Mirsense | 50 | 50_1-50_2,NR,2,,0.55,pymupdf_words,[],"(30.148000717163086, 32.15703201293945, 519.62109375, 39.90639114379883)",{}
E0181296 01-06_BOM.pdf,6d76564f95814fe292ce12570d758e79f9cfba34919553705c4ec11b0cdd1765,E0181296 01-06_BOM:6d76564f9581,2,3,0180 Minuteria C0019674 03 VTCEI M2.5X5 A4-70 ISO4762 14 14_1-14_12 NR 12 VTCEI M2.5X5 A4-70 ISO4762 COSTRUTTORE FITTIZIO,"['0180', 'Minuteria', 'C0019674', '03', 'VTCEI', 'M2.5X5', 'A4-70', 'ISO4762', '14', '14_1-14_12', 'NR', '12', 'VTCEI', 'M2.5X5', 'A4-70', 'ISO4762', 'COSTRUTTORE', 'FITTIZIO']",0180,Minuteria,C0019674,03,VTCEI | M2.5X5 | A4-70 | ISO4762 | 14 | 14_1-14_12,NR,12,VTCEI | M2.5X5 | A4-70 | ISO4762 | COSTRUTTORE | FITTIZIO,0.55,pymupdf_words,[],"(30.148000717163086, 41.5569953918457, 766.7115478515625, 49.30635452270508)",{}
E0181296 01-06_BOM.pdf,6d76564f95814fe292ce12570d758e79f9cfba34919553705c4ec11b0cdd1765,E0181296 01-06_BOM:6d76564f9581,2,4,0185 Integrazione Meccanica E0284633 01 01 Assieme Tec Brolis 37 37 NR 1,"['0185', 'Integrazione', 'Meccanica', 'E0284633', '01', '01', 'Assieme', 'Tec', 'Brolis', '37', '37', 'NR', '1']",0185,Integrazione Meccanica,E0284633,01,01 | Assieme | Tec | Brolis | 37 | 37,NR,1,,0.55,pymupdf_words,[],"(30.148000717163086, 50.9570198059082, 519.62109375, 58.70637893676758)",{}
E0181296 01-06_BOM.pdf,6d76564f95814fe292ce12570d758e79f9cfba34919553705c4ec11b0cdd1765,E0181296 01-06_BOM:6d76564f9581,2,5,0190 Altro - Elemento Meccanico E0284581 01 01 Laser Support Mirsense 39_1-39_2 NR 2,"['0190', 'Altro', '-', 'Elemento', 'Meccanico', 'E0284581', '01', '01', 'Laser', 'Support', 'Mirsense', '39_1-39_2', 'NR', '2']",0190,Altro - Elemento Meccanico,E0284581,01,01 | Laser | Support | Mirsense | 39_1-39_2,NR,2,,0.55,pymupdf_words,[],"(30.148000717163086, 60.35701370239258, 519.62109375, 68.10637664794922)",{}
E0181296 01-06_BOM.pdf,6d76564f95814fe292ce12570d758e79f9cfba34919553705c4ec11b0cdd1765,E0181296 01-06_BOM:6d76564f9581,2,6,0195 Altro - Elemento Meccanico E0284596 01 01 Laser Bush Mirsense 28_1-28_4 NR 4,"['0195', 'Altro', '-', 'Elemento', 'Meccanico', 'E0284596', '01', '01', 'Laser', 'Bush', 'Mirsense', '28_1-28_4', 'NR', '4']",0195,Altro - Elemento Meccanico,E0284596,01,01 | Laser | Bush | Mirsense | 28_1-28_4,NR,4,,0.55,pymupdf_words,[],"(30.148000717163086, 69.75700378417969, 519.62109375, 77.5063705444336)",{}
E0181296 01-06_BOM.pdf,6d76564f95814fe292ce12570d758e79f9cfba34919553705c4ec11b0cdd1765,E0181296 01-06_BOM:6d76564f9581,2,7,0200 Altro - Elemento Meccanico E0284696 01 01 Upper Laser Bush 21_1-21_4 NR 4,"['0200', 'Altro', '-', 'Elemento', 'Meccanico', 'E0284696', '01', '01', 'Upper', 'Laser', 'Bush', '21_1-21_4', 'NR', '4']",0200,Altro - Elemento Meccanico,E0284696,01,01 | Upper | Laser | Bush | 21_1-21_4,NR,4,,0.55,pymupdf_words,[],"(30.148000717163086, 79.15699768066406, 519.62109375, 86.90636444091797)",{}
E0181296 01-06_BOM.pdf,6d76564f95814fe292ce12570d758e79f9cfba34919553705c4ec11b0cdd1765,E0181296 01-06_BOM:6d76564f9581,2,8,0205 Altro - Elemento Meccanico E0284698 01 01 Laser Spacer sp.1 20_1-20_4 NR 4,"['0205', 'Altro', '-', 'Elemento', 'Meccanico', 'E0284698', '01', '01', 'Laser', 'Spacer', 'sp.1', '20_1-20_4', 'NR', '4']",0205,Altro - Elemento Meccanico,E0284698,01,01 | Laser | Spacer | sp.1 | 20_1-20_4,NR,4,,0.55,pymupdf_words,[],"(30.148000717163086, 88.55702209472656, 519.62109375, 96.30638885498047)",{}
E0181296 01-06_BOM.pdf,6d76564f95814fe292ce12570d758e79f9cfba34919553705c4ec11b0cdd1765,E0181296 01-06_BOM:6d76564f9581,2,9,0210 Minuteria C0021768 02 VTCEI M3X10 A4-70 ISO4762 18_1-18_4 NR 4 VTCEI M3X10 A4-70 ISO4762 COSTRUTTORE FITTIZIO,"['0210', 'Minuteria', 'C0021768', '02', 'VTCEI', 'M3X10', 'A4-70', 'ISO4762', '18_1-18_4', 'NR', '4', 'VTCEI', 'M3X10', 'A4-70', 'ISO4762', 'COSTRUTTORE', 'FITTIZIO']",0210,Minuteria,C0021768,02,VTCEI | M3X10 | A4-70 | ISO4762 | 18_1-18_4,NR,4,VTCEI | M3X10 | A4-70 | ISO4762 | COSTRUTTORE | FITTIZIO,0.55,pymupdf_words,[],"(30.148000717163086, 97.95701599121094, 766.7115478515625, 105.70638275146484)",{}
E0181296 01-06_BOM.pdf,6d76564f95814fe292ce12570d758e79f9cfba34919553705c4ec11b0cdd1765,E0181296 01-06_BOM:6d76564f9581,2,10,0215 Altro - Elemento Meccanico E0284697 01 01 Lower Laser Bush 22_1-22_4 NR 4,"['0215', 'Altro', '-', 'Elemento', 'Meccanico', 'E0284697', '01', '01', 'Lower', 'Laser', 'Bush', '22_1-22_4', 'NR', '4']",0215,Altro - Elemento Meccanico,E0284697,01,01 | Lower | Laser | Bush | 22_1-22_4,NR,4,,0.55,pymupdf_words,[],"(30.148000717163086, 107.35700988769531, 519.62109375, 115.10637664794922)",{}
E0181296 01-06_BOM.pdf,6d76564f95814fe292ce12570d758e79f9cfba34919553705c4ec11b0cdd1765,E0181296 01-06_BOM:6d76564f9581,2,11,0220 Altro - Elemento Meccanico E0284700 01 01 Laser Cover Brolis 38 NR 1,"['0220', 'Altro', '-', 'Elemento', 'Meccanico', 'E0284700', '01', '01', 'Laser', 'Cover', 'Brolis', '38', 'NR', '1']",0220,Altro - Elemento Meccanico,E0284700,01,01 | Laser | Cover | Brolis | 38,NR,1,,0.55,pymupdf_words,[],"(30.148000717163086, 116.75700378417969, 519.62109375, 124.5063705444336)",{}
E0181296 01-06_BOM.pdf,6d76564f95814fe292ce12570d758e79f9cfba34919553705c4ec11b0cdd1765,E0181296 01-06_BOM:6d76564f9581,2,12,0225 Ottico E0141794 01 03 B1 BK3 Laser 23 23 NR 1,"['0225', 'Ottico', 'E0141794', '01', '03', 'B1', 'BK3', 'Laser', '23', '23', 'NR', '1']",0225,Ottico,E0141794,01,03 | B1 | BK3 | Laser | 23 | 23,NR,1,,0.55,pymupdf_words,[],"(30.148000717163086, 126.15699768066406, 519.62109375, 133.90635681152344)",{}
E0181296 01-06_BOM.pdf,6d76564f95814fe292ce12570d758e79f9cfba34919553705c4ec11b0cdd1765,E0181296 01-06_BOM:6d76564f9581,2,13,0230 Altro - Elemento Meccanico E0389258 01 01 OR QLU-QTU Interface NR 1,"['0230', 'Altro', '-', 'Elemento', 'Meccanico', 'E0389258', '01', '01', 'OR', 'QLU-QTU', 'Interface', 'NR', '1']",0230,Altro - Elemento Meccanico,E0389258,01,01 | OR | QLU-QTU | Interface,NR,1,,0.55,pymupdf_words,[],"(30.148000717163086, 135.55702209472656, 519.62109375, 143.30638122558594)",{}
E0181296 01-06_BOM.pdf,6d76564f95814fe292ce12570d758e79f9cfba34919553705c4ec11b0cdd1765,E0181296 01-06_BOM:6d76564f9581,2,14,"0235 Minuteria 232001032 02 ROSET.PIANA X VITE TC 2,7 5_1-5_28 NR 28 NO ROSETTA 2,7X5 UNI6592-A2; MEC-BOLT,SPA; ROSETTA 2,7X5 UNI6592-A2; INOX DADI,SPA; ROSETTA 2,7X5 DIN433-A2; Bossard Group; ROSETTA 2,7X5 DIN433-A2 RIBE-R.BERGNER GMBH + CO.","['0235', 'Minuteria', '232001032', '02', 'ROSET.PIANA', 'X', 'VITE', 'TC', '2,7', '5_1-5_28', 'NR', '28', 'NO', 'ROSETTA', '2,7X5', 'UNI6592-A2;', 'MEC-BOLT,SPA;', 'ROSETTA', '2,7X5', 'UNI6592-A2;', 'INOX', 'DADI,SPA;', 'ROSETTA', '2,7X5', 'DIN433-A2;', 'Bossard', 'Group;', 'ROSETTA', '2,7X5', 'DIN433-A2', 'RIBE-R.BERGNER', 'GMBH', '+', 'CO.']",0235,Minuteria,232001032,02,"ROSET.PIANA | X | VITE | TC | 2,7 | 5_1-5_28",NR,28,"NO | ROSETTA | 2,7X5 | UNI6592-A2; | MEC-BOLT,SPA;",0.55,pymupdf_words,"['row_stitched_from_multiline', 'row_stitched_from_multiline', 'row_stitched_from_multiline']","(30.148000717163086, 144.95701599121094, 741.3370361328125, 152.7063751220703)",{}
E0181296 01-06_BOM.pdf,6d76564f95814fe292ce12570d758e79f9cfba34919553705c4ec11b0cdd1765,E0181296 01-06_BOM:6d76564f9581,2,18,"0240 Minuteria 232001008 02 ROSET.PIANA X VITE TC 3,2 7_1-7_16 NR 16 NO ROSETTA 3,2X6 DIN433-A2; RIBE-R.BERGNER GMBH + CO.; ROSETTA 3,2X6 UNI6592-A2; MEC-BOLT,SPA; ROSETTA 3,2X6 DIN433-A2; Bossard Group; ROSETTA 3,2X6 UNI6592-A2 INOX DADI,SPA","['0240', 'Minuteria', '232001008', '02', 'ROSET.PIANA', 'X', 'VITE', 'TC', '3,2', '7_1-7_16', 'NR', '16', 'NO', 'ROSETTA', '3,2X6', 'DIN433-A2;', 'RIBE-R.BERGNER', 'GMBH', '+', 'CO.;', 'ROSETTA', '3,2X6', 'UNI6592-A2;', 'MEC-BOLT,SPA;', 'ROSETTA', '3,2X6', 'DIN433-A2;', 'Bossard', 'Group;', 'ROSETTA', '3,2X6', 'UNI6592-A2', 'INOX', 'DADI,SPA']",0240,Minuteria,232001008,02,"ROSET.PIANA | X | VITE | TC | 3,2 | 7_1-7_16",NR,16,"NO | ROSETTA | 3,2X6 | DIN433-A2; | RIBE-R.BERGNER | GMBH | + | CO.;",0.55,pymupdf_words,"['row_stitched_from_multiline', 'row_stitched_from_multiline', 'row_stitched_from_multiline']","(30.148000717163086, 171.2770233154297, 782.8588256835938, 179.02638244628906)",{}
E0181296 01-06_BOM.pdf,6d76564f95814fe292ce12570d758e79f9cfba34919553705c4ec11b0cdd1765,E0181296 01-06_BOM:6d76564f9581,2,22,0245 RP Rapporto di Progetto (HW/FW/SW) E0348983 01 01 Rapporto di progetto QUIRIS Laser Unit,"['0245', 'RP', 'Rapporto', 'di', 'Progetto', '(HW/FW/SW)', 'E0348983', '01', '01', 'Rapporto', 'di', 'progetto', 'QUIRIS', 'Laser', 'Unit']",0245,RP Rapporto di Progetto (HW/FW/SW),E0348983,01,,,01,Rapporto | di | progetto | QUIRIS | Laser | Unit,0.55,pymupdf_words,[],"(30.148000717163086, 197.5970001220703, 314.30438232421875, 205.3463592529297)",{}
E0181296 01-06_BOM.pdf,6d76564f95814fe292ce12570d758e79f9cfba34919553705c4ec11b0cdd1765,E0181296 01-06_BOM:6d76564f9581,2,23,0280 Minuteria 230501512 02 Hexagon socket head cap screws DIN 912-A2 25_1-25_6 NR 6 NO,"['0280', 'Minuteria', '230501512', '02', 'Hexagon', 'socket', 'head', 'cap', 'screws', 'DIN', '912-A2', '25_1-25_6', 'NR', '6', 'NO']",0280,Minuteria,230501512,02,Hexagon | socket | head | cap | screws | DIN | 912-A2 | 25_1-25_6,NR,6,NO,0.55,pymupdf_words,[],"(30.148000717163086, 206.9970245361328, 589.0438232421875, 214.7463836669922)",{}
E0181296 01-06_BOM.pdf,6d76564f95814fe292ce12570d758e79f9cfba34919553705c4ec11b0cdd1765,E0181296 01-06_BOM:6d76564f9581,2,24,"0340 Minuteria 233101018 02 SPINA CILIN. H8 3X8 33_1-33_2 NR 2 NO SPINA 3H8X8 UNI1707-A2; MEC-BOLT,SPA; SPINA 3H8X8 UNI1707-A2 MINUT-INOX,SRL","['0340', 'Minuteria', '233101018', '02', 'SPINA', 'CILIN.', 'H8', '3X8', '33_1-33_2', 'NR', '2', 'NO', 'SPINA', '3H8X8', 'UNI1707-A2;', 'MEC-BOLT,SPA;', 'SPINA', '3H8X8', 'UNI1707-A2', 'MINUT-INOX,SRL']",0340,Minuteria,233101018,02,SPINA | CILIN. | H8 | 3X8 | 33_1-33_2,NR,2,"NO | SPINA | 3H8X8 | UNI1707-A2; | MEC-BOLT,SPA;",0.55,pymupdf_words,['row_stitched_from_multiline'],"(30.148000717163086, 216.3970184326172, 741.3370361328125, 224.14637756347656)",{}
E0181296 01-06_BOM.pdf,6d76564f95814fe292ce12570d758e79f9cfba34919553705c4ec11b0cdd1765,E0181296 01-06_BOM:6d76564f9581,2,26,0360 Imballo E0029481 01 03 Targhetta di identificazione 35 NR 1,"['0360', 'Imballo', 'E0029481', '01', '03', 'Targhetta', 'di', 'identificazione', '35', 'NR', '1']",0360,Imballo,E0029481,01,03 | Targhetta | di | identificazione | 35,NR,1,,0.55,pymupdf_words,[],"(30.148000717163086, 231.43699645996094, 519.62109375, 239.1863555908203)",{}
E0181296 01-06_BOM.pdf,6d76564f95814fe292ce12570d758e79f9cfba34919553705c4ec11b0cdd1765,E0181296 01-06_BOM:6d76564f9581,2,27,0510 Ottico E0259282 01 01 Laser Module B4 HP 51 NR 1,"['0510', 'Ottico', 'E0259282', '01', '01', 'Laser', 'Module', 'B4', 'HP', '51', 'NR', '1']",0510,Ottico,E0259282,01,01 | Laser | Module | B4 | HP | 51,NR,1,,0.55,pymupdf_words,[],"(30.148000717163086, 240.83702087402344, 519.62109375, 248.5863800048828)",{}
E0181296 01-06_BOM.pdf,6d76564f95814fe292ce12570d758e79f9cfba34919553705c4ec11b0cdd1765,E0181296 01-06_BOM:6d76564f9581,2,28,0520 Ottico E0257869 01 01 Laser Module B4b 52 NR 1,"['0520', 'Ottico', 'E0257869', '01', '01', 'Laser', 'Module', 'B4b', '52', 'NR', '1']",0520,Ottico,E0257869,01,01 | Laser | Module | B4b | 52,NR,1,,0.55,pymupdf_words,[],"(30.148000717163086, 250.2370147705078, 519.62109375, 257.98638916015625)",{}
E0181296 01-06_BOM.pdf,6d76564f95814fe292ce12570d758e79f9cfba34919553705c4ec11b0cdd1765,E0181296 01-06_BOM:6d76564f9581,2,29,0530 Scheda E0256569 01 02 SK MECC QLU FLEX LASER NR 2,"['0530', 'Scheda', 'E0256569', '01', '02', 'SK', 'MECC', 'QLU', 'FLEX', 'LASER', 'NR', '2']",0530,Scheda,E0256569,01,02 | SK | MECC | QLU | FLEX | LASER,NR,2,,0.55,pymupdf_words,[],"(30.148000717163086, 259.63702392578125, 519.62109375, 267.3863830566406)",{}
E0181296 01-06_BOM.pdf,6d76564f95814fe292ce12570d758e79f9cfba34919553705c4ec11b0cdd1765,E0181296 01-06_BOM:6d76564f9581,2,30,6000 Istruzioni di Montaggio E0266053 01 01 Istruzione di montaggio moduli laser,"['6000', 'Istruzioni', 'di', 'Montaggio', 'E0266053', '01', '01', 'Istruzione', 'di', 'montaggio', 'moduli', 'laser']",6000,Istruzioni di Montaggio,E0266053,01,,,01,Istruzione | di | montaggio | moduli | laser,0.55,pymupdf_words,[],"(30.148000717163086, 269.0370178222656, 304.8968200683594, 276.786376953125)",{}
E0181296 01-06_BOM.pdf,6d76564f95814fe292ce12570d758e79f9cfba34919553705c4ec11b0cdd1765,E0181296 01-06_BOM:6d76564f9581,2,31,6005 Procedure di test E0306430 01 01 PC per E0181296 01 QUIRIS Laser Unit,"['6005', 'Procedure', 'di', 'test', 'E0306430', '01', '01', 'PC', 'per', 'E0181296', '01', 'QUIRIS', 'Laser', 'Unit']",6005,Procedure di test,E0306430,01,01 | PC | per | E0181296,,01,QUIRIS | Laser | Unit,0.55,pymupdf_words,[],"(30.148000717163086, 278.43701171875, 315.56207275390625, 286.1863708496094)",{}
E0181296 01-06_BOM.pdf,6d76564f95814fe292ce12570d758e79f9cfba34919553705c4ec11b0cdd1765,E0181296 01-06_BOM:6d76564f9581,2,32,6010 Istruzioni di Montaggio E0365706 01 01 Istruzioni di montaggio QLU,"['6010', 'Istruzioni', 'di', 'Montaggio', 'E0365706', '01', '01', 'Istruzioni', 'di', 'montaggio', 'QLU']",6010,Istruzioni di Montaggio,E0365706,01,,,01,Istruzioni | di | montaggio | QLU,0.55,pymupdf_words,[],"(30.148000717163086, 287.8370361328125, 284.2093200683594, 295.5863952636719)",{}
E0181296 01-06_BOM.pdf,6d76564f95814fe292ce12570d758e79f9cfba34919553705c4ec11b0cdd1765,E0181296 01-06_BOM:6d76564f9581,2,33,"6015 PC Procedura di Collaudo E0389719 01 01 Leakage test QLU null Disegno E0181296 01.DRW 14 QUIRIS Laser Unit THIS DOCUMENT CONTAINS PROPRIETARY INFORMATION OF ELETTRONICA S.p.A. ANY USE BY IL PRESENTE DOCUMENTO E' DI PROPRIETA' DELLA ELETTRONICA S.p.A. QUALSIASI SUO UTILIZZO DA Pagina / Sheet 2 / 2 A THIRD PARTY WITHOUT PRIOR AUTHORITION OF THE COMPANY SHALL BE PROSECUTED. PARTE DI TERZI SENZA AUTORIZZAZIONE DELLA SOCIETA' SARA' PERSEGUITO A TERMINI DI LEGGE. Documento emesso con sistema di firma digitale/Released by digital signature - Autore/Originator: De Meo, Marco Stato/Stage: RILASCIATO / RELEASED Nome/Code: E0181296 01 Rev: 06 Data Rilascio: 21/11/2025","['6015', 'PC', 'Procedura', 'di', 'Collaudo', 'E0389719', '01', '01', 'Leakage', 'test', 'QLU', 'null', 'Disegno', 'E0181296', '01.DRW', '14', 'QUIRIS', 'Laser', 'Unit', 'THIS', 'DOCUMENT', 'CONTAINS', 'PROPRIETARY', 'INFORMATION', 'OF', 'ELETTRONICA', 'S.p.A.', 'ANY', 'USE', 'BY', 'IL', 'PRESENTE', 'DOCUMENTO', ""E'"", 'DI', ""PROPRIETA'"", 'DELLA', 'ELETTRONICA', 'S.p.A.', 'QUALSIASI', 'SUO', 'UTILIZZO', 'DA', 'Pagina', '/', 'Sheet', '2', '/', '2', 'A', 'THIRD', 'PARTY', 'WITHOUT', 'PRIOR', 'AUTHORITION', 'OF', 'THE', 'COMPANY', 'SHALL', 'BE', 'PROSECUTED.', 'PARTE', 'DI', 'TERZI', 'SENZA', 'AUTORIZZAZIONE', 'DELLA', ""SOCIETA'"", ""SARA'"", 'PERSEGUITO', 'A', 'TERMINI', 'DI', 'LEGGE.', 'Documento', 'emesso', 'con', 'sistema', 'di', 'firma', 'digitale/Released', 'by', 'digital', 'signature', '-', 'Autore/Originator:', 'De', 'Meo,', 'Marco', 'Stato/Stage:', 'RILASCIATO', '/', 'RELEASED', 'Nome/Code:', 'E0181296', '01', 'Rev:', '06', 'Data', 'Rilascio:', '21/11/2025']",6015,PC Procedura di Collaudo,E0389719,01,,,01,Leakage | test | QLU,0.55,pymupdf_words,"['row_stitched_from_multiline', 'row_stitched_from_multiline', 'row_stitched_from_multiline', 'row_stitched_from_multiline', 'row_stitched_from_multiline']","(30.148000717163086, 297.2370300292969, 260.0813903808594, 304.98638916015625)",{}
